,resource_state,name,distance,moving_time,elapsed_time,total_elevation_gain,type,id,external_id,upload_id,start_date,start_date_local,timezone,utc_offset,start_latlng,end_latlng,location_city,location_state,location_country,start_latitude,start_longitude,achievement_count,kudos_count,comment_count,athlete_count,photo_count,trainer,commute,manual,private,visibility,flagged,gear_id,from_accepted_tag,upload_id_str,average_speed,max_speed,has_heartrate,average_heartrate,max_heartrate,heartrate_opt_out,display_hide_heartrate_option,pr_count,total_photo_count,has_kudoed,suffer_score,athlete.id,athlete.resource_state,map.id,map.summary_polyline,map.resource_state,workout_type,elev_high,elev_low
20,2,Evening Run,4864.9,1535,1972,12.9,Run,4252049595,500146AA-4917-4961-9196-0F0D71D28469.fit,4548669301,2020-10-27T22:04:37Z,2020-10-27T18:04:37Z,(GMT-05:00) America/Toronto,-14400.0,"[43.450408, -80.497312]","[43.45062, -80.497298]",,,Canada,43.450408,-80.497312,0,4,0,2,0,False,False,False,False,followers_only,False,g6591411,False,4548669301,3.169,5.9,True,167.0,182.0,False,True,0,0,False,68.0,61977875,1,a4252049595,_lehGfcijNRSN[lAsD\w@HGXBh@P|DxBf@Pr@L^T\^`@h@Xr@Rv@lBtKpApE|A`EBFL?r@URATBPHNTFP@\EdABb@FB`B\^NXNNP?LM|A{AdKI\Y`ASjA}@jCiA|DaAbEm@rCQr@eA`D_AbDYt@e@~@e@v@m@v@KV}@|@o@h@gB`AqAn@sBhAaBv@_Bn@iD~BwA|@?@b@ExAu@rA_AdCmAzBqApEuCtCuBF_@A[YyAE_AFuBAgCPeCB_AKi@]oAm@oBeAoCm@yBS]q@{@}@aBQSWDWL{@n@GBM?W[m@qAQSEa@h@w@bAiAn@y@zAqBf@w@v@yAv@iBNQd@_BQe@_@m@q@y@aAaAY]Fk@Lk@v@cD`@iBNcADe@W_@m@g@[OaBk@qAq@UOKKKUUgAMSMK,2,,332.2,324.3
21,2,Lunch Walk,4195.6,3281,3346,54.5,Walk,4243174207,97E06C63-5539-4346-A9F4-842FA6734FC1.fit,4539242461,2020-10-25T16:25:32Z,2020-10-25T12:25:32Z,(GMT-05:00) America/Toronto,-14400.0,"[43.394287, -80.416124]","[43.394111, -80.416633]",,,Canada,43.394287,-80.416124,0,3,0,2,0,False,False,False,False,followers_only,False,g6591411,False,4539242461,1.279,2.3,True,109.0,145.0,False,True,0,0,False,10.0,61977875,1,a4243174207,gmzgGxgyiN{@s@SYUi@MEQJ{@z@iBrBMCOGs@eAO@eANKAWIQAeARm@R_AJy@`@e@Fe@`@s@Vk@l@i@NwA|Bm@h@g@~@UtAOn@G`@?pAJn@?VIXe@v@K^E\AjBKhCGbC@`@Rz@BZAtAHxBA`BJtA?b@EpAB`A?zANjALjB@\EBL`@BPAPG~@Qt@Wn@CPCbA[lBGh@Qv@UbBe@fBa@jCi@xBIj@F`@JALGp@q@t@e@p@u@z@m@bA}@r@i@LMFQCW]w@G[C_@@eAGs@IUYk@a@eAESBg@ZsCGa@[_AEgAKu@IyAKy@AoBF{AOcC@_BGgC@iAE_@Uw@Ea@LkCFaEFiAHg@f@cAHWG}@@kBr@yCZs@h@i@|A}BPANGt@s@d@Mz@k@^Gt@_@v@Kx@Yn@Q\?f@J|AQLJf@v@LDJ@TMt@cAn@o@j@c@TGZl@l@~@`@jA^f@,2,,313.0,277.6
22,2,Afternoon Run,5773.4,1895,2299,9.8,Run,4238311492,80F9F35C-92E8-46E5-B308-4C12CB327AF4.fit,4534102695,2020-10-24T17:36:22Z,2020-10-24T13:36:22Z,(GMT-05:00) America/Toronto,-14400.0,"[43.450406, -80.497475]","[43.450007, -80.49699]",,,Canada,43.450406,-80.497475,7,5,0,2,0,False,False,False,False,followers_only,False,g6591411,False,4534102695,3.047,7.9,True,168.8,194.0,False,True,2,0,False,87.0,61977875,1,a4238311492,_lehGfdijNZSTc@Rq@p@yCVu@DIFAR?VFtAh@tBhAbBr@d@^dArATj@ZvA^rD`@tB|@tCb@rBfA~BVx@DHHD`AUVBRJPXHT@T?bABRLZRRNJbB`@JHFJBTA\YpCy@~EU`Be@nASxAOZa@bBmBhGcBpGw@dDoA~D]~@m@lAiAxAI\c@^qAp@aAv@o@`@{FzCoChB{C~AqA|@gAl@cCnAsD|BaDtAiAz@NA|@_@bJeFjFmChEwCf@S~@Y`@SvAcAlAq@|AeAlAu@tAcAr@c@TUx@uA|A}BVm@l@kBT{@X}AjAqFxBoIXqAPgA^eAb@uBx@qCVyAl@uEFu@?e@KIUKwAYWKUUKQKYA[@u@C[MYSSKGK?kAb@G@KASc@aAuCWaA_@kBKGa@K}@f@YFIAOc@Ie@SuCQuAISYc@[U{Ay@wAk@kAg@iAi@cB_A,2,0.0,330.6,324.3
23,2,Afternoon Run,6152.9,2156,2378,13.9,Run,4234410961,4DA41C4F-549E-467A-95FC-DD48EC55FDF9.fit,4529994521,2020-10-23T21:48:08Z,2020-10-23T17:48:08Z,(GMT-05:00) America/Toronto,-14400.0,"[43.450238, -80.497434]","[43.450356, -80.497449]",,,Canada,43.450238,-80.497434,3,4,2,1,0,False,False,False,False,followers_only,False,g6591411,False,4529994521,2.854,6.7,True,158.9,194.0,False,True,2,1,False,86.0,61977875,1,a4234410961,}jehG~cijNP_@L_@r@aDTu@HUFEPCN?VHjAp@z@^hAj@lAd@XV`AlAJVFVtB~Kn@lBh@`C\`ArAdCVBb@MXCPDVRLZBPC`ABZH\PVLJPH|@JVHLFPPCn@KdAc@`Dk@jDMlAm@fBQr@w@fCo@xCiBjG}@nDg@|Ba@xAoAfD_@p@a@f@u@x@e@^[^q@h@cAh@_@b@YT}BjAi@Ru@TYLyBxAmCjBkBdAcBdAiE~BsBrAuBdAiAn@YLo@Ny@b@f@WPCh@@PEr@k@|Au@lD{BpBkAnB_AzA_AtAs@pBwA~@e@vAi@n@[|GkE`Au@d@e@VGDSBYAWQsAEc@DwCEuBR}EMw@c@kBWqA]kAG[@KzD}C|CaDx@s@x@m@h@m@NI~@UnB`@\BNEP]JW\eBZmB\gDDw@C[_@SwA_@a@YMWGQAYDy@CUO]KMSIQAWFm@VOBCCEKGg@GWcAiCq@_CKSSWKEMBy@d@SHa@CGe@UsDSwAOs@WS}AeAeDeAoB{@{@g@OEO?QNg@fA,2,0.0,330.9,324.3
24,2,Evening Run,4517.0,1561,1652,25.7,Run,4222176462,04E61BC1-1E9F-4B6C-B329-18FC0815A6C2.fit,4517044995,2020-10-20T22:26:01Z,2020-10-20T18:26:01Z,(GMT-05:00) America/Toronto,-14400.0,"[43.450294, -80.497309]","[43.450839, -80.497521]",,,Canada,43.450294,-80.497309,4,3,0,1,0,False,False,False,False,followers_only,False,g6591411,False,4517044995,2.894,4.8,True,168.2,179.0,False,True,3,0,False,70.0,61977875,1,a4222176462,ikehGdcijN`BoFVo@FE`@Fd@PlAj@dB~@`@R~@Z\Tx@`ANXHXR~@n@xD|@jEtArE~@xCXr@LRHDJA^SNGP?RJLPFPD`@BbADTNVNNRHbAHb@L\TAXEn@S|A{@rF]|Ba@dA[dAgAfEa@hBq@xBo@pCqCnKYx@s@~Ao@dAkAbBe@b@qA`AmCfBuB`AsBjA{@b@{@h@kAx@sAp@iAp@g@NGMMaAWy@a@aBo@iDwAyEi@sB[cAWk@KMWMIOi@_DKa@M[Ig@{@cEc@iC?w@JwAJk@rBmJ~@uEf@wBRoAEG}CwAAE@UTmAhAgEh@gCPsAD}AFc@J]nAmCj@{AP}CJo@XoANc@RYNKVAx@Pf@PjAl@tAz@,2,,345.3,324.2
25,2,Afternoon Run,4680.7,1572,1819,22.4,Run,4213303944,EDD9C894-09A3-41C9-A259-653387E4FF6F.fit,4507618446,2020-10-18T18:28:43Z,2020-10-18T14:28:43Z,(GMT-05:00) America/Toronto,-14400.0,"[43.450987, -80.497088]","[43.45103, -80.497174]",,,Canada,43.450987,-80.497088,0,6,0,3,0,False,False,False,False,followers_only,False,g6591411,False,4507618446,2.978,6.1,True,168.1,181.0,False,True,0,3,False,73.0,61977875,1,a4213303944,soehGxaijNjBv@PDLEP[Le@j@eCTaARe@DEF?VBRFxB|@h@VvA`A|@ZPLlAxANZNt@\fChAdGf@xAv@pC|ApDHLD?NC\STGL?JFNVJ\DfBHXJRRPNF~ATZTBD?HCf@Kz@m@bEe@nCE^Ab@_@lAoAjEoAxDoB`Ia@rBwBxG}@nB_@h@i@p@_@bAe@f@i@b@kAr@mAj@yGrDkBlAsBnAuAn@{@p@a@CAEcAyEUcDQoAc@aBiAeCkAuDUmAe@cD?K^m@|@_Af@o@pC_EfAyAtBeD~AwBdAoArAgB\k@v@qBrCqDh@w@jCuFIo@GMqAeBcAiAU_@Jw@~@qEv@uCD]CUIOMMo@c@eDsA_@QUQUY]gAQY_@QcAS,2,0.0,343.4,324.2
26,2,Afternoon Run,3320.7,1110,1235,55.8,Run,4203595900,EEC81C9A-A3A4-4294-81FC-8A36A856F2CF.fit,4497337611,2020-10-16T19:55:04Z,2020-10-16T15:55:04Z,(GMT-05:00) America/Toronto,-14400.0,"[43.394059, -80.416923]","[43.394108, -80.417322]",,,Canada,43.394059,-80.416923,1,6,0,1,0,False,False,False,False,followers_only,False,g6591411,False,4497337611,2.992,5.0,True,170.4,180.0,False,True,0,1,False,54.0,61977875,1,a4203595900,ykzgGxlyiNa@u@oAcDU_@QQc@J_@T]Z{@fAOLOFYKq@a@[IsBCiALqARq@RgAf@uAv@mAv@c@b@qBdCU^Un@W`AKz@A`AL`BK^o@jBGt@MzEAdABr@NlB@rCRrE?x@GjB?j@JhA?~@Fz@@z@Ft@Jh@JpA@j@CnBBj@Hv@`@tAPnDJn@P`@PBNAv@WZGjBI^ITMhAiAp@a@NOFOFi@H[z@cBL[n@_IXeCNuBVaCPaDJkAZuBl@wBN_A@y@Eu@g@eEIgAAkBJkALk@L]Zc@XWXOZEX?t@FNCZq@lA}CbAoD,2,0.0,316.9,276.6
27,2,Afternoon Run,2847.0,1021,1033,21.5,Run,4199899324,784A6D17-F10E-4F95-AF91-474C477252B2.fit,4493402775,2020-10-15T20:49:50Z,2020-10-15T16:49:50Z,(GMT-05:00) America/Toronto,-14400.0,"[43.382665, -80.428986]","[43.382807, -80.429188]",,,Canada,43.382665,-80.428986,0,4,0,1,0,False,False,False,False,followers_only,False,g6591411,False,4493402775,2.788,4.7,True,160.3,173.0,False,True,0,0,False,33.0,61977875,1,a4199899324,sdxgGdx{iNy@SW?o@Lm@Tm@`@m@j@eDpDIPLTb@l@L\Bd@GfA@R\DrAAhBDtAC`@@PD\LrAbA^b@f@z@d@~@Pf@P`BNpD^R^JX@p@E^@LJLXXrAJ`AApAKjAU~@INc@TgA^[pAOxAAp@Bf@\dCN~ANl@DDH@t@St@Ot@Ud@Gj@Op@Kx@[?KGu@YqBI}@EgA@iAJmAlBmNl@gF]QuA]oBo@mCu@g@SWQgDkDg@m@a@}@YsAM[IGEAs@JY@SAGGEKIs@QmC,2,0.0,311.4,293.1
28,2,Lunch Run,3669.0,1242,1516,60.9,Run,4181833620,06619153-CF86-44AF-87AC-645D3D99CCF0.fit,4474098381,2020-10-11T15:21:27Z,2020-10-11T11:21:27Z,(GMT-05:00) America/Toronto,-14400.0,"[43.393999, -80.416886]","[43.393899, -80.416787]",,,Canada,43.393999,-80.416886,2,6,0,1,0,False,False,False,False,followers_only,False,g6591411,False,4474098381,2.954,5.3,True,168.5,188.0,False,True,1,3,False,58.0,61977875,1,a4181833620,mkzgGplyiNm@eA}AmDQYIC_@P_@VwA`Ba@\SEw@a@[IiBK]?i@FcB^iBn@eBx@kAz@YZyAtB_@j@Q`@_@pAUbBE|@Dv@Ct@OZQd@Kb@Ip@_@vHDf@RnBDz@DpEH|CCnDHbBX~BLvB@?GdA_@pBe@pDk@|Ck@lD[vA{@vCGl@?NBDP?JCrAw@p@q@bAq@`AcAp@g@hAcAf@YnB{@r@g@TQ^y@?UdBo@n@iARe@Nc@Lo@\kCj@mGb@uDPoCJu@D}@PgBz@_ELaABk@Ay@Gu@]kCK_BAyA@g@Fe@Ja@N]V_@XUVKRCvABNEDG~@kBn@iBd@cBt@kD,2,0.0,316.9,276.6
29,2,Evening Run,3403.6,1119,1122,29.9,Run,4169771769,DD42FF81-F073-4ED1-8099-52287B0BA8E1.fit,4461299795,2020-10-08T23:02:49Z,2020-10-08T19:02:49Z,(GMT-05:00) America/Toronto,-14400.0,"[43.382918, -80.428874]","[43.382503, -80.428645]",,,Canada,43.382918,-80.428874,3,5,0,1,0,False,False,False,False,followers_only,False,g6591411,False,4461299795,3.042,4.8,True,169.6,187.0,False,True,1,0,False,53.0,61977875,1,a4169771769,efxgGnw{iNk@Ai@Hq@Vm@^o@f@gAfA{@bAq@~@n@|@Th@Fp@AlADFPBZ@bBCxABtAEZFZNdA|@b@h@f@t@`@z@Ph@Hd@Df@D|C@TDLZTf@PXBx@GT?N@JLVt@XrADt@An@OrAOt@GNYTq@ZUR[j@Sx@O|A?x@@b@`@hDRx@DJJJn@ElBa@zBYb@MZMTUBIA}@WsCCm@A_ADoBLaB`AmGHsAIMSMsAi@a@GYBURI\Eb@ArACJMHUHYBWCKIY_AMYWYWKu@@[Ca@Q]WOiDGi@Oq@[w@oAwBU[c@c@c@Yi@Q[AoABuBIoA?]GSOHg@R}@@UCGKMeAq@@QFQzBmBrAyAl@i@z@]`D}@,2,,311.4,293.1
